loan_id,vintage_year,net_monthly_income,essential_spending,existing_debt_payment,principal,annual_rate,term_months,utilisation,prior_arrears,default_12m
SYN-2024-0319,2024,2688.11,1587.53,249.91,10000,0.1197,60,0.7052,0,0
SYN-2024-0320,2024,3918.39,1555.06,528.17,6000,0.1282,60,0.8465,1,1
SYN-2024-0321,2024,5151.63,2795.71,369.17,10000,0.0965,36,0.459,0,0
SYN-2024-0322,2024,4961.78,2255.82,465.74,4000,0.1544,48,0.5739,0,0
SYN-2024-0323,2024,4187.59,1648.27,554.28,4000,0.1121,60,0.6658,0,0
SYN-2024-0324,2024,4380.2,1537.34,1075.93,20000,0.1362,60,0.7906,0,0
SYN-2024-0325,2024,3432.19,1912.62,209.62,4000,0.1639,48,0.4745,0,1
SYN-2024-0326,2024,1994.81,761.92,210.25,20000,0.0829,60,0.3831,0,0
SYN-2024-0327,2024,3479.35,2011.22,865.67,15000,0.1247,60,0.4687,0,0
SYN-2024-0328,2024,2239.69,1211.66,142.8,6000,0.1222,24,0.5461,0,0
SYN-2024-0329,2024,4764.53,2165.92,1061.34,15000,0.0824,48,0.4467,0,0
SYN-2024-0330,2024,1841.22,923.24,350.03,6000,0.1195,36,0.5139,0,0
SYN-2024-0331,2024,2405.78,1082.21,169.16,10000,0.1063,60,0.5972,0,1
SYN-2024-0332,2024,3975.83,2480.87,428.6,20000,0.1402,60,0.6818,0,0
SYN-2024-0333,2024,2877.65,1542.08,353.66,4000,0.1475,24,0.3971,0,0
SYN-2024-0334,2024,3166.01,1642.31,271.49,6000,0.0852,60,0.6313,0,0
SYN-2024-0335,2024,2071.89,969.32,191.51,6000,0.0861,48,0.1459,0,0
SYN-2024-0336,2024,2394.56,862.4,223.76,15000,0.1376,60,0.3711,0,0
SYN-2024-0337,2024,3694.16,2036.11,529.28,10000,0.1277,24,0.1177,0,0
SYN-2024-0338,2024,3822.73,2421.81,380.5,4000,0.1457,48,0.5985,0,0
SYN-2024-0339,2024,4307.02,2730.51,965.65,6000,0.0886,36,0.2855,0,0
SYN-2024-0340,2024,2499.15,1302.5,139.56,4000,0.1274,48,0.6172,1,0
SYN-2024-0341,2024,2120.67,1140.08,399.05,10000,0.1753,36,0.8747,0,0
SYN-2024-0342,2024,1617.71,646.51,235.22,10000,0.153,48,0.5811,0,0
SYN-2024-0343,2024,3687.42,1825.29,395.42,20000,0.1475,60,0.2425,0,0
SYN-2024-0344,2024,4633.66,1858.03,461.49,6000,0.1173,48,0.4423,0,0
SYN-2024-0345,2024,4696.03,1741.06,592.12,10000,0.1263,24,0.7224,0,0
SYN-2024-0346,2024,1696.28,884.49,399.6,20000,0.118,24,0.6293,0,0
SYN-2024-0347,2024,2258.67,915.68,96.06,20000,0.1362,60,0.6905,0,0
SYN-2024-0348,2024,4434.19,2769.49,240.35,15000,0.1604,36,0.531,0,1
SYN-2024-0349,2024,1818.54,982.07,409.61,15000,0.1684,60,0.843,0,0
SYN-2024-0350,2024,1736.74,1044.64,378.13,4000,0.1029,60,0.1586,0,0
SYN-2024-0351,2024,1883.5,1006.35,87.55,10000,0.0934,60,0.6417,0,0
SYN-2024-0352,2024,4815.54,2859.41,292.79,20000,0.1379,48,0.6999,0,0
SYN-2024-0353,2024,2839.92,1120.68,300.62,4000,0.1576,36,0.6305,0,0
SYN-2024-0354,2024,1732.21,765.49,222.5,4000,0.1182,60,0.204,1,0
SYN-2024-0355,2024,2898.46,1590.09,351.21,10000,0.1582,60,0.2021,0,0
SYN-2024-0356,2024,3670.32,2194.85,625.14,20000,0.1539,36,0.6833,1,0
SYN-2024-0357,2024,3739.67,2366.83,513.64,6000,0.1479,48,0.3783,0,0
SYN-2024-0358,2024,4649.57,2072.56,848.07,20000,0.1372,60,0.3495,0,0
SYN-2024-0359,2024,4808.08,2289.41,525.15,4000,0.1344,24,0.3363,0,0
SYN-2024-0360,2024,3572.25,1402.01,797.4,6000,0.176,60,0.5901,0,0
SYN-2024-0361,2024,4445.62,1775.28,778.24,20000,0.1541,48,0.59,0,0
SYN-2024-0362,2024,3453.2,1542.43,534.09,6000,0.1347,36,0.5614,0,0
SYN-2024-0363,2024,4280.01,2716.64,674.73,10000,0.0992,48,0.902,0,0
SYN-2024-0364,2024,4448.05,2295.67,1087.37,20000,0.1457,24,0.7986,0,0
SYN-2024-0365,2024,1703.68,626.62,347.73,20000,0.1137,60,0.8683,0,0
SYN-2024-0366,2024,4098.03,1797.74,437.76,20000,0.14,24,0.6762,0,0
SYN-2024-0367,2024,2816.15,1445.61,682.97,15000,0.1107,24,0.1865,0,0
SYN-2024-0368,2024,4587.58,2888.13,1046.55,10000,0.1614,24,0.2559,1,0
SYN-2024-0369,2024,4362.46,1543.27,1074.84,6000,0.1133,60,0.5482,0,0
SYN-2024-0370,2024,4796.33,2527.78,1106.38,10000,0.1595,36,0.8764,0,0
SYN-2024-0371,2024,4650.35,2264.9,1095.42,20000,0.1151,48,0.1992,0,0
SYN-2024-0372,2024,1761.45,1029.92,123.77,15000,0.0996,48,0.4502,0,0
SYN-2024-0373,2024,2045.47,1126.59,406.27,10000,0.1671,36,0.5394,0,0
SYN-2024-0374,2024,5185.91,2773.41,569.6,6000,0.1257,60,0.4782,0,0
SYN-2024-0375,2024,1721.64,606.46,339.65,20000,0.1586,36,0.4858,0,0
SYN-2024-0376,2024,2412.28,1181.87,100.55,10000,0.1428,48,0.5518,0,0
SYN-2024-0377,2024,2498.77,927.48,481.35,4000,0.1696,48,0.6063,0,0
SYN-2024-0378,2024,2163.67,940.4,189.42,4000,0.1312,48,0.5548,0,0
SYN-2024-0379,2024,4693.28,2018.61,1059.71,20000,0.18,36,0.4592,0,0
SYN-2024-0380,2024,2655.5,1380.06,143.02,15000,0.1618,60,0.3256,0,0
SYN-2024-0381,2024,2039.09,823.67,457.2,20000,0.0976,60,0.2732,0,0
SYN-2024-0382,2024,1980.58,867.86,164.88,6000,0.1089,24,0.4411,0,0
SYN-2024-0383,2024,2846.63,1470.9,270.75,4000,0.119,60,0.6211,0,0
SYN-2024-0384,2024,3548.63,1443.87,694.55,10000,0.0905,24,0.9011,0,0
SYN-2024-0385,2024,3702.0,2364.36,202.57,4000,0.0863,24,0.4488,1,1
SYN-2024-0386,2024,4995.94,2810.47,725.94,15000,0.1599,60,0.4065,0,0
SYN-2024-0387,2024,5048.34,2618.45,1260.36,10000,0.1475,48,0.6679,0,0
SYN-2024-0388,2024,2626.27,1378.76,302.92,4000,0.1043,36,0.5903,0,0
SYN-2024-0389,2024,5084.57,1929.43,1041.15,20000,0.0873,36,0.7912,0,1
SYN-2024-0390,2024,3896.8,2069.08,342.5,20000,0.141,24,0.5877,0,0
SYN-2024-0391,2024,4840.98,3145.1,672.7,20000,0.0879,60,0.5284,0,0
SYN-2024-0392,2024,4426.89,2486.59,336.33,10000,0.1612,24,0.563,0,0
SYN-2024-0393,2024,3450.78,1456.36,154.7,20000,0.1054,36,0.3685,0,0
SYN-2024-0394,2024,2706.2,1603.12,286.64,10000,0.1079,60,0.2686,0,0
SYN-2024-0395,2024,1910.44,1110.67,282.71,4000,0.1372,36,0.3546,0,0
SYN-2024-0396,2024,4049.31,2456.03,381.99,10000,0.1229,36,0.6795,0,0
SYN-2024-0397,2024,3525.53,1514.54,456.55,4000,0.152,48,0.4963,0,0
SYN-2024-0398,2024,2489.51,1385.1,584.3,20000,0.1375,36,0.5298,0,0
SYN-2024-0399,2024,5083.07,2563.79,902.98,4000,0.1508,24,0.5842,0,0
SYN-2024-0400,2024,2313.74,961.88,380.13,15000,0.0915,48,0.2767,0,0
SYN-2024-0401,2024,2501.9,1238.09,197.72,20000,0.1075,48,0.6221,0,0
SYN-2024-0402,2024,2704.84,1572.28,217.33,20000,0.1755,60,0.2274,1,0
SYN-2024-0403,2024,1732.82,1082.5,221.6,10000,0.126,24,0.4085,0,0
SYN-2024-0404,2024,2538.02,930.82,507.01,15000,0.1784,60,0.8158,0,0
SYN-2024-0405,2024,3782.68,1780.3,591.89,15000,0.1065,36,0.832,0,0
SYN-2024-0406,2024,3330.82,1401.8,786.76,4000,0.1022,60,0.1314,0,0
SYN-2024-0407,2024,1703.17,1048.32,362.89,6000,0.119,48,0.705,0,0
SYN-2024-0408,2024,2442.33,1252.95,424.84,10000,0.1667,60,0.7847,0,0
SYN-2024-0409,2024,3970.02,2111.71,269.23,20000,0.1421,36,0.2204,0,0
SYN-2024-0410,2024,2047.2,1039.99,389.2,20000,0.1185,24,0.7359,0,0
SYN-2024-0411,2024,2400.19,1228.54,236.91,10000,0.085,60,0.9573,0,0
SYN-2024-0412,2024,3435.8,1626.14,637.66,20000,0.1698,60,0.9317,0,0
SYN-2024-0413,2024,2452.09,1551.9,482.31,6000,0.1711,48,0.1359,0,0
SYN-2024-0414,2024,3956.1,2124.8,241.52,10000,0.0865,48,0.1893,0,0
SYN-2024-0415,2024,3466.59,2001.12,482.31,4000,0.117,24,0.3028,0,0
SYN-2024-0416,2024,3366.48,2044.19,595.77,20000,0.1753,48,0.7639,0,0
SYN-2024-0417,2024,4722.85,2667.73,639.58,10000,0.1592,60,0.5262,0,0
SYN-2024-0418,2024,4933.61,2825.5,336.32,15000,0.1642,60,0.3569,0,0
SYN-2024-0419,2024,1693.18,699.81,166.03,15000,0.1056,36,0.2461,0,0
SYN-2024-0420,2024,2655.18,1592.89,108.39,15000,0.1148,60,0.4433,0,0
SYN-2024-0421,2024,2549.39,1477.35,561.81,20000,0.1378,48,0.6358,0,0
SYN-2024-0422,2024,2387.54,924.92,144.48,20000,0.1722,60,0.3724,0,0
SYN-2024-0423,2024,2328.09,1454.94,377.24,20000,0.1481,48,0.401,0,0
SYN-2024-0424,2024,5182.75,2378.3,433.91,20000,0.1439,24,0.8271,0,0
SYN-2024-0425,2024,2827.33,1136.94,439.16,4000,0.1392,48,0.2937,0,0
SYN-2024-0426,2024,4363.57,1934.53,602.83,6000,0.1639,48,0.1789,0,0
SYN-2024-0427,2024,3368.52,1772.87,200.0,15000,0.1258,24,0.5722,0,0
SYN-2024-0428,2024,2372.94,1026.27,320.1,10000,0.0912,48,0.4565,0,0
SYN-2024-0429,2024,3912.31,1644.8,336.62,15000,0.1094,24,0.5791,1,0
SYN-2024-0430,2024,1786.0,658.23,287.72,4000,0.173,48,0.7489,0,0
SYN-2024-0431,2024,3387.69,1829.51,688.39,4000,0.0909,24,0.6994,0,0
SYN-2024-0432,2024,3239.28,1690.9,142.32,6000,0.145,60,0.5905,0,0
SYN-2024-0433,2024,5120.02,3305.78,555.03,15000,0.1291,48,0.5466,0,1
SYN-2024-0434,2024,1960.88,1218.69,173.76,15000,0.1213,36,0.6422,0,0
SYN-2024-0435,2024,4636.26,2962.53,698.43,20000,0.1083,48,0.1907,0,0
SYN-2024-0436,2024,2210.63,983.82,320.77,20000,0.1308,48,0.6899,0,0
SYN-2024-0437,2024,4449.0,2661.86,430.4,15000,0.0887,36,0.9516,0,0
SYN-2024-0438,2024,4822.12,2078.47,1169.86,10000,0.1585,48,0.507,0,1
SYN-2024-0439,2024,1770.38,665.95,307.58,6000,0.1658,36,0.6446,0,0
SYN-2024-0440,2024,4947.92,2798.36,1067.46,20000,0.179,60,0.0329,0,0
SYN-2024-0441,2024,4224.21,1919.67,529.54,15000,0.122,36,0.8281,0,0
SYN-2024-0442,2024,3379.68,1244.81,506.3,10000,0.1483,48,0.5836,0,0
SYN-2024-0443,2024,3950.12,2045.04,447.49,6000,0.1034,48,0.5866,0,1
SYN-2024-0444,2024,1736.57,822.85,401.53,20000,0.1343,24,0.4426,0,0
SYN-2024-0445,2024,3044.32,1277.95,474.55,6000,0.1723,60,0.0987,0,0
SYN-2024-0446,2024,4701.54,3010.16,791.81,6000,0.17,36,0.3821,0,0
SYN-2024-0447,2024,4963.97,1770.46,1094.23,20000,0.1051,60,0.5929,0,0
SYN-2024-0448,2024,4394.87,1736.31,903.04,10000,0.1015,36,0.7644,0,0
SYN-2024-0449,2024,3937.4,1664.14,370.94,6000,0.1363,60,0.531,0,0
SYN-2024-0450,2024,3000.94,1491.86,693.25,20000,0.1621,60,0.3518,0,0
SYN-2024-0451,2024,2176.13,807.2,102.29,15000,0.1263,48,0.4698,0,0
SYN-2024-0452,2024,3610.31,1611.03,387.69,20000,0.1235,60,0.1589,0,0
SYN-2024-0453,2024,3082.38,1597.15,280.55,15000,0.172,48,0.6311,0,0
SYN-2024-0454,2024,4271.22,2400.43,510.43,6000,0.1225,36,0.6488,0,0
SYN-2024-0455,2024,3516.02,1314.21,502.1,20000,0.1586,36,0.6409,0,0
SYN-2024-0456,2024,2080.67,1297.16,144.51,15000,0.112,60,0.5613,1,1
SYN-2024-0457,2024,1852.03,1166.08,393.16,6000,0.0936,36,0.4135,0,0
SYN-2024-0458,2024,5031.93,3218.91,423.26,4000,0.089,60,0.495,0,0
SYN-2024-0459,2024,3900.68,2104.2,260.79,15000,0.1223,24,0.0466,1,0
SYN-2024-0460,2024,3403.58,1208.18,733.03,15000,0.1313,24,0.4424,0,0
SYN-2024-0461,2024,2806.75,1252.79,194.01,20000,0.1678,36,0.7721,0,0
SYN-2024-0462,2024,3519.11,2155.58,598.32,20000,0.1721,36,0.7107,0,0
SYN-2024-0463,2024,4299.25,2628.75,348.19,15000,0.1013,48,0.6841,0,0
SYN-2024-0464,2024,4113.59,1764.59,530.1,20000,0.1299,60,0.66,0,0
SYN-2024-0465,2024,2968.09,1445.84,323.74,4000,0.0933,24,0.2051,0,0
SYN-2024-0466,2024,2444.91,870.0,380.4,20000,0.1273,60,0.4141,0,0
SYN-2024-0467,2024,4013.61,1832.55,557.23,4000,0.1202,60,0.5785,0,0
SYN-2024-0468,2024,3373.63,1995.11,170.85,4000,0.1656,36,0.4562,0,0
SYN-2024-0469,2024,3570.18,1678.6,611.98,6000,0.1463,36,0.8462,0,0
SYN-2024-0470,2024,5111.12,2273.69,300.49,10000,0.1029,60,0.1167,0,0
SYN-2024-0471,2024,2642.15,943.44,370.56,6000,0.0923,60,0.2852,0,1
SYN-2024-0472,2024,2394.88,1271.95,101.32,20000,0.082,60,0.485,0,0
SYN-2024-0473,2024,3303.09,1720.13,799.23,10000,0.1518,36,0.4226,0,0
SYN-2024-0474,2024,4420.46,1729.93,1084.15,15000,0.1094,60,0.5235,1,0
SYN-2024-0475,2024,4130.82,2264.51,187.41,10000,0.141,36,0.466,0,0
SYN-2024-0476,2024,3254.53,1838.59,350.79,6000,0.1117,60,0.7729,1,1
SYN-2024-0477,2024,3267.61,1347.32,487.13,6000,0.0849,36,0.1559,0,0
SYN-2024-0478,2024,2083.64,1045.05,370.02,10000,0.1172,60,0.4532,0,0
SYN-2024-0479,2024,1653.99,627.02,214.31,4000,0.1567,24,0.2641,0,0
SYN-2024-0480,2024,4397.69,2583.6,926.23,10000,0.1029,36,0.1874,0,0
SYN-2024-0481,2024,3978.09,1677.44,870.24,10000,0.1274,60,0.7177,0,0
SYN-2024-0482,2024,3131.51,1241.02,281.57,10000,0.0902,36,0.4551,0,0
SYN-2024-0483,2024,2216.82,905.73,524.69,20000,0.1211,60,0.8708,0,0
SYN-2024-0484,2024,1782.15,764.63,386.55,4000,0.1322,24,0.2683,0,0
SYN-2024-0485,2024,2685.97,983.8,624.97,20000,0.1659,24,0.8448,0,0
SYN-2024-0486,2024,2901.38,1535.29,367.62,10000,0.1432,24,0.8113,0,0
SYN-2024-0487,2024,3110.77,1090.67,521.18,20000,0.0902,24,0.691,0,0
SYN-2024-0488,2024,2190.08,1219.25,510.73,6000,0.1294,48,0.5097,0,0
SYN-2024-0489,2024,5073.35,2162.84,425.64,6000,0.091,48,0.5832,0,0
SYN-2024-0490,2024,3799.73,1781.4,506.97,20000,0.0951,60,0.4583,0,0
SYN-2024-0491,2024,2803.28,1303.14,350.28,15000,0.0978,48,0.6952,0,0
SYN-2024-0492,2024,4544.21,2541.32,238.59,10000,0.0854,36,0.5595,0,0
SYN-2024-0493,2024,1631.3,595.18,198.84,4000,0.1382,60,0.1212,0,0
SYN-2024-0494,2024,2195.87,1021.87,507.06,20000,0.1489,36,0.5621,0,0
SYN-2024-0495,2024,4838.56,1917.73,1168.13,10000,0.0982,36,0.5186,1,0
SYN-2024-0496,2024,4454.07,1821.1,949.9,10000,0.1415,24,0.2716,1,0
SYN-2024-0497,2024,1697.31,810.26,186.13,4000,0.1425,60,0.5169,0,0
SYN-2024-0498,2024,4532.75,2178.1,938.14,20000,0.1183,24,0.3122,0,0
SYN-2024-0499,2024,4615.9,2471.8,323.5,15000,0.0829,24,0.6467,0,0
SYN-2024-0500,2024,1656.87,930.03,337.93,10000,0.1367,36,0.1958,0,0
SYN-2024-0501,2024,3105.51,1919.42,770.76,10000,0.1157,24,0.4241,0,0
SYN-2024-0502,2024,2898.76,1792.28,440.56,6000,0.0959,24,0.1498,0,0
SYN-2024-0503,2024,1813.96,701.28,131.39,10000,0.1226,36,0.5754,0,0
SYN-2024-0504,2024,4098.37,1544.33,593.34,15000,0.1004,24,0.9469,1,0
SYN-2024-0505,2024,4256.39,2675.81,954.88,10000,0.1774,48,0.3054,0,0
SYN-2024-0506,2024,2239.33,815.52,397.41,6000,0.1652,60,0.319,0,0
SYN-2024-0507,2024,4945.83,1979.27,591.48,6000,0.1253,36,0.1515,0,0
SYN-2024-0508,2024,5149.73,2452.72,848.14,10000,0.1395,48,0.2184,0,0
SYN-2024-0509,2024,3838.51,2395.21,601.12,20000,0.0914,60,0.7863,1,0
SYN-2024-0510,2024,3597.7,1287.57,382.84,6000,0.1269,48,0.1142,0,0
SYN-2024-0511,2024,2735.13,1749.09,315.45,20000,0.1057,48,0.7766,0,0
SYN-2024-0512,2024,4853.89,2003.69,223.83,6000,0.1441,48,0.5822,0,0
SYN-2024-0513,2024,4898.0,1726.43,1097.66,20000,0.1775,24,0.5526,0,0
SYN-2024-0514,2024,3515.68,1942.95,465.1,20000,0.1444,24,0.321,0,0
SYN-2024-0515,2024,4571.97,2344.27,1102.77,20000,0.1094,60,0.1528,0,0
SYN-2024-0516,2024,3707.51,1553.76,853.84,10000,0.1543,60,0.6769,0,0
SYN-2024-0517,2024,1992.75,932.02,462.58,6000,0.1785,24,0.4365,0,0
SYN-2024-0518,2024,3040.91,1968.58,368.22,4000,0.1163,60,0.6008,0,0
SYN-2024-0519,2024,4179.09,2263.29,358.34,4000,0.1275,60,0.6285,1,0
SYN-2024-0520,2024,1762.46,1038.27,245.39,6000,0.1567,24,0.6671,0,1
SYN-2024-0521,2024,2119.01,1055.87,382.13,20000,0.1601,36,0.2801,0,0
SYN-2024-0522,2024,3741.89,2326.99,923.59,10000,0.172,60,0.2014,0,0
SYN-2024-0523,2024,1623.02,666.17,332.36,6000,0.1537,24,0.934,0,0
SYN-2024-0524,2024,3836.1,2412.99,609.45,15000,0.112,36,0.3849,0,0
SYN-2024-0525,2024,4614.8,2450.68,1057.33,15000,0.1512,48,0.5206,0,0
SYN-2024-0526,2024,1952.94,1099.32,464.15,4000,0.1102,24,0.4133,0,0
SYN-2024-0527,2024,2726.57,1751.77,303.74,6000,0.1195,60,0.3401,0,0
SYN-2024-0528,2024,4678.17,2319.13,232.93,10000,0.1765,48,0.3329,0,0
SYN-2024-0529,2024,2378.91,865.87,105.03,15000,0.1606,48,0.893,0,0
SYN-2024-0530,2024,2376.68,1020.8,566.92,15000,0.1163,24,0.3225,0,1
SYN-2024-0531,2024,2254.91,838.55,408.39,10000,0.1067,24,0.5042,1,0
SYN-2024-0532,2024,2477.06,1154.4,384.69,10000,0.0908,24,0.6831,1,0
SYN-2024-0533,2024,4423.95,2505.58,574.26,10000,0.0965,24,0.7233,0,0
SYN-2024-0534,2024,1863.26,718.1,230.64,6000,0.1112,24,0.9049,1,0
SYN-2024-0535,2024,3654.86,1752.81,458.97,4000,0.1249,48,0.2364,0,0
SYN-2024-0536,2024,1686.17,973.37,365.83,4000,0.1575,60,0.7058,0,0
SYN-2024-0537,2024,3297.79,1464.01,328.27,6000,0.1163,48,0.77,0,0
SYN-2024-0538,2024,3169.59,1902.5,531.12,6000,0.137,48,0.3819,0,0
SYN-2024-0539,2024,3322.79,1584.99,783.55,4000,0.1484,48,0.4736,0,0
SYN-2024-0540,2024,2387.65,1189.79,541.45,10000,0.1732,36,0.3391,0,0
SYN-2024-0541,2024,5016.06,2048.1,358.17,10000,0.1156,48,0.1717,0,0
SYN-2024-0542,2024,3452.73,1798.36,619.24,20000,0.1497,24,0.7264,0,0
SYN-2024-0543,2024,5038.86,2469.75,464.48,6000,0.1576,60,0.6789,0,0
SYN-2024-0544,2024,4643.51,1737.73,1076.28,6000,0.1652,48,0.9059,0,1
SYN-2024-0545,2024,4955.04,3129.36,524.07,15000,0.166,60,0.5643,0,0
SYN-2024-0546,2024,2373.13,1144.25,253.41,4000,0.1108,60,0.6559,0,0
SYN-2024-0547,2024,2292.71,1286.9,434.84,15000,0.1372,60,0.3034,0,0
SYN-2024-0548,2024,3923.38,2312.13,191.64,4000,0.131,60,0.3932,0,0
SYN-2024-0549,2024,3609.23,1656.89,238.65,4000,0.162,60,0.2793,1,0
SYN-2024-0550,2024,4302.01,2264.67,566.85,20000,0.0958,24,0.7701,0,0
SYN-2024-0551,2024,4839.41,2390.92,418.71,20000,0.1525,60,0.6074,0,0
SYN-2024-0552,2024,4083.41,1510.57,789.62,4000,0.0926,60,0.2426,0,0
SYN-2024-0553,2024,3544.26,2280.3,503.73,4000,0.1273,24,0.4408,0,0
SYN-2024-0554,2024,4441.34,1790.71,271.23,6000,0.1306,24,0.6973,0,1
SYN-2024-0555,2024,4400.14,1836.21,540.58,20000,0.0939,24,0.8315,1,0
SYN-2024-0556,2024,3722.78,1925.03,225.84,10000,0.1613,24,0.4568,0,0
SYN-2024-0557,2024,4731.58,2628.29,911.19,6000,0.1021,48,0.8337,0,0
SYN-2024-0558,2024,3686.71,2045.89,708.23,4000,0.0952,36,0.3233,0,0
SYN-2024-0559,2024,3822.3,2170.34,654.58,15000,0.1573,60,0.1333,1,0
SYN-2024-0560,2024,5059.12,2017.65,760.19,4000,0.1331,48,0.0928,0,0
SYN-2024-0561,2024,3482.31,2184.35,789.22,15000,0.1235,24,0.2495,0,0
SYN-2024-0562,2024,2571.25,1014.39,253.11,4000,0.1644,60,0.3405,0,0
SYN-2024-0563,2024,3395.9,1395.87,823.52,20000,0.0903,48,0.6673,0,0
SYN-2024-0564,2024,5042.55,1911.17,410.23,4000,0.1147,60,0.6423,0,0
SYN-2024-0565,2024,4655.08,2654.87,191.52,4000,0.1129,36,0.6839,0,0
SYN-2024-0566,2024,2822.3,1535.46,137.88,15000,0.1715,24,0.5495,0,0
SYN-2024-0567,2024,2148.72,853.66,337.32,4000,0.1406,48,0.7832,0,0
SYN-2024-0568,2024,4826.49,2535.8,958.0,6000,0.0878,24,0.3396,1,0
SYN-2024-0569,2024,3746.18,1481.33,626.96,6000,0.0818,60,0.5683,0,0
SYN-2024-0570,2024,1633.04,602.24,139.91,6000,0.1613,36,0.6939,0,0
SYN-2024-0571,2024,1734.29,744.71,327.22,15000,0.1279,36,0.4425,0,0
SYN-2024-0572,2024,4652.26,1961.62,1162.24,10000,0.1663,36,0.4056,0,0
SYN-2024-0573,2024,5094.88,2703.1,1065.82,10000,0.1728,60,0.4283,0,0
SYN-2024-0574,2024,2482.85,1449.65,308.79,20000,0.1143,48,0.1286,0,0
SYN-2024-0575,2024,3461.93,1334.81,441.08,20000,0.1422,36,0.3418,0,0
SYN-2024-0576,2024,1724.3,910.33,115.0,20000,0.1228,24,0.1933,1,0
SYN-2024-0577,2024,5093.01,2480.49,413.74,4000,0.1273,36,0.1941,0,0
SYN-2024-0578,2024,4966.32,3129.39,257.99,6000,0.1424,48,0.8113,0,0
SYN-2024-0579,2024,3024.24,1215.66,731.01,15000,0.1636,48,0.1935,0,0
SYN-2024-0580,2024,3739.21,1320.63,175.49,10000,0.135,60,0.2933,0,0
SYN-2024-0581,2024,3179.45,1615.53,405.71,10000,0.1074,36,0.6612,0,0
SYN-2024-0582,2024,5003.12,2863.12,852.96,15000,0.1537,48,0.6932,0,0
SYN-2024-0583,2024,2021.44,1223.77,339.77,10000,0.1085,24,0.7341,0,0
SYN-2024-0584,2024,4975.66,2461.61,649.45,15000,0.092,48,0.1282,0,0
SYN-2024-0585,2024,2225.33,1290.95,381.95,6000,0.1684,24,0.5656,1,0
SYN-2024-0586,2024,2522.12,1430.49,140.95,6000,0.1125,24,0.3311,0,0
SYN-2024-0587,2024,4344.74,2571.79,681.46,6000,0.1595,60,0.0835,0,0
SYN-2024-0588,2024,2255.27,992.22,193.52,15000,0.1663,60,0.6402,0,0
SYN-2024-0589,2024,4723.5,2376.11,750.95,20000,0.1293,48,0.6225,0,0
SYN-2024-0590,2024,2194.92,887.67,444.17,4000,0.1013,24,0.2474,0,0
SYN-2024-0591,2024,3703.32,1317.4,621.24,6000,0.0879,24,0.3205,0,0
SYN-2024-0592,2024,3715.28,1958.35,851.74,15000,0.1708,36,0.3197,0,0
SYN-2024-0593,2024,3021.21,1879.34,435.94,20000,0.1268,48,0.6209,0,0
SYN-2024-0594,2024,3149.99,1574.2,211.94,6000,0.135,48,0.5475,0,0
SYN-2024-0595,2024,1795.49,773.55,169.5,15000,0.1525,48,0.721,0,0
SYN-2024-0596,2024,2031.98,732.52,107.7,4000,0.1445,60,0.5185,0,0
SYN-2024-0597,2024,2999.95,1817.85,577.55,10000,0.0871,24,0.5092,0,0
SYN-2024-0598,2024,3094.26,1319.41,346.35,15000,0.1626,60,0.8215,1,0
SYN-2024-0599,2024,2326.63,873.31,472.15,10000,0.1008,36,0.5815,0,0
